PanProtein	has_length	translates_from_PanGene	member_of_PanProteinCluster
PAN3661	285	pan_3661	PANCL750
PAN2438	287	pan_2438	PANCL1266
PAN12596	292	pan_12596	PANCL5365
PAN9821	379	pan_9821	PANCL7352
PAN13745	220	pan_13745	PANCL9516
PAN3565	398	pan_3565	PANCL13812
PAN7565	301	pan_7565	PANCL11647
PAN11909	382	pan_11909	PANCL8002
PAN9258	263	pan_9258	PANCL5280
PAN11531	172	pan_11531	PANCL11531
PAN13550	297	pan_13550	PANCL7537
PAN12883	640	pan_12883	PANCL8755
PAN1989	287	pan_1989	PANCL1266
PAN8269	251	pan_8269	PANCL271
PAN13628	164	pan_13628	PANCL9618
PAN12419	275	pan_12419	PANCL1383
PAN10911	291	pan_10911	PANCL10011
PAN2380	277	pan_2380	PANCL1383
PAN5400	463	pan_5400	PANCL6347
PAN11242	102	pan_11242	PANCL11334
PAN7825	130	pan_7825	PANCL11616
PAN11716	349	pan_11716	PANCL11716
PAN4509	382	pan_4509	PANCL8002
PAN7549	640	pan_7549	PANCL8755
PAN2396	274	pan_2396	PANCL1383
PAN13599	165	pan_13599	PANCL7353
PAN11765	785	pan_11765	PANCL11765
PAN8744	177	pan_8744	PANCL7449
PAN11077	165	pan_11077	PANCL7449
PAN874	267	pan_874	PANCL8432
PAN8017	389	pan_8017	PANCL8002
PAN9376	281	pan_9376	PANCL164
PAN10567	138	pan_10567	PANCL651
PAN992	287	pan_992	PANCL1266
PAN13234	259	pan_13234	PANCL13234
PAN13847	342	pan_13847	PANCL7601
PAN14043	376	pan_14043	PANCL10392
PAN947	287	pan_947	PANCL1266
PAN12639	275	pan_12639	PANCL1383
PAN8968	372	pan_8968	PANCL6722
PAN13167	98	pan_13167	PANCL13167
PAN5792	227	pan_5792	PANCL2748
PAN9327	145	pan_9327	PANCL9984
PAN1614	215	pan_1614	PANCL2748
PAN6094	233	pan_6094	PANCL5428
PAN10565	288	pan_10565	PANCL3089
PAN12442	398	pan_12442	PANCL13812
PAN12395	384	pan_12395	PANCL6368
PAN2500	275	pan_2500	PANCL1383
PAN2574	293	pan_2574	PANCL4078
PAN10554	291	pan_10554	PANCL5365
PAN47	287	pan_47	PANCL1266
PAN7828	164	pan_7828	PANCL9618
PAN5977	117	pan_5977	PANCL5977
PAN4620	351	pan_4620	PANCL2132
PAN9550	167	pan_9550	PANCL7449
PAN2466	306	pan_2466	PANCL2298
PAN3402	299	pan_3402	PANCL6755
PAN7219	669	pan_7219	PANCL1787
PAN13711	177	pan_13711	PANCL13711
PAN1371	267	pan_1371	PANCL8432
PAN5682	158	pan_5682	PANCL7127
PAN8476	144	pan_8476	PANCL9984
PAN1379	287	pan_1379	PANCL1266
PAN6891	260	pan_6891	PANCL6890
PAN13410	320	pan_13410	PANCL13410
PAN4485	292	pan_4485	PANCL5365
PAN3269	275	pan_3269	PANCL1383
PAN2993	246	pan_2993	PANCL2993
PAN7661	170	pan_7661	PANCL10885
PAN11036	640	pan_11036	PANCL8755
PAN8477	145	pan_8477	PANCL9984
PAN12800	307	pan_12800	PANCL8210
PAN4681	412	pan_4681	PANCL4681
PAN14032	301	pan_14032	PANCL10469
PAN1301	287	pan_1301	PANCL1266
PAN512	284	pan_512	PANCL1053
PAN3700	287	pan_3700	PANCL1266
PAN9312	640	pan_9312	PANCL8755
PAN13511	640	pan_13511	PANCL8755
PAN6956	275	pan_6956	PANCL1383
PAN12089	359	pan_12089	PANCL12089
PAN8203	322	pan_8203	PANCL9055
PAN13530	168	pan_13530	PANCL8755
PAN41	140	pan_41	PANCL2844
PAN493	244	pan_493	PANCL102
PAN1955	185	pan_1955	PANCL8
PAN1289	267	pan_1289	PANCL12643
PAN11408	382	pan_11408	PANCL8002
PAN7849	315	pan_7849	PANCL12746
PAN4234	142	pan_4234	PANCL651
PAN7971	381	pan_7971	PANCL7971
PAN5826	324	pan_5826	PANCL4455
PAN1797	492	pan_1797	PANCL1797
PAN10830	159	pan_10830	PANCL11283
PAN10523	174	pan_10523	PANCL12095
PAN7207	264	pan_7207	PANCL7207
PAN3773	398	pan_3773	PANCL13812
PAN11190	384	pan_11190	PANCL6368
PAN10426	165	pan_10426	PANCL9838
PAN11136	99	pan_11136	PANCL11136
PAN312	337	pan_312	PANCL312
PAN8963	76	pan_8963	PANCL11900
PAN13322	167	pan_13322	PANCL7449
PAN4772	166	pan_4772	PANCL4108
PAN6362	247	pan_6362	PANCL519
PAN6789	386	pan_6789	PANCL7134
PAN12648	384	pan_12648	PANCL6368
PAN7556	287	pan_7556	PANCL1266
PAN7167	211	pan_7167	PANCL13412
PAN7372	163	pan_7372	PANCL7975
PAN7947	175	pan_7947	PANCL10491
PAN12897	269	pan_12897	PANCL11647
PAN733	215	pan_733	PANCL856
PAN11954	223	pan_11954	PANCL12886
PAN5112	276	pan_5112	PANCL11647
PAN10717	254	pan_10717	PANCL13556
PAN11823	128	pan_11823	PANCL11823
PAN1942	268	pan_1942	PANCL1858
PAN6632	187	pan_6632	PANCL6632
PAN534	266	pan_534	PANCL9105
PAN2012	275	pan_2012	PANCL1383
PAN13346	164	pan_13346	PANCL8781
PAN2397	215	pan_2397	PANCL2748
PAN2324	287	pan_2324	PANCL1266
PAN3077	275	pan_3077	PANCL1383
PAN451	211	pan_451	PANCL13412
PAN6347	467	pan_6347	PANCL6347
PAN13141	149	pan_13141	PANCL13141
PAN5510	357	pan_5510	PANCL5510
PAN4745	384	pan_4745	PANCL6368
PAN9816	640	pan_9816	PANCL8755
PAN1396	381	pan_1396	PANCL8002
PAN8920	168	pan_8920	PANCL10885
PAN13840	583	pan_13840	PANCL7635
PAN8948	82	pan_8948	PANCL8948
PAN740	287	pan_740	PANCL1266
PAN8882	297	pan_8882	PANCL10345
PAN4343	245	pan_4343	PANCL6947
PAN3005	398	pan_3005	PANCL13812
PAN12988	344	pan_12988	PANCL12928
PAN8121	104	pan_8121	PANCL11295
PAN6943	117	pan_6943	PANCL11438
PAN2816	272	pan_2816	PANCL4236
PAN1471	274	pan_1471	PANCL1383
PAN11213	275	pan_11213	PANCL1383
PAN8087	255	pan_8087	PANCL8087
PAN11942	269	pan_11942	PANCL13858
PAN1287	276	pan_1287	PANCL1383
PAN3800	398	pan_3800	PANCL13812
PAN10925	378	pan_10925	PANCL7695
PAN2280	274	pan_2280	PANCL1383
PAN1311	287	pan_1311	PANCL1266
PAN2146	287	pan_2146	PANCL1266
PAN10457	368	pan_10457	PANCL10457
PAN5261	392	pan_5261	PANCL5214
PAN2236	289	pan_2236	PANCL11230
PAN6554	215	pan_6554	PANCL2748
PAN8323	303	pan_8323	PANCL5365
PAN5672	294	pan_5672	PANCL6752
PAN6569	185	pan_6569	PANCL8
PAN6722	394	pan_6722	PANCL6722
PAN7341	164	pan_7341	PANCL9618
PAN7704	332	pan_7704	PANCL7704
PAN2952	398	pan_2952	PANCL13812
PAN5589	402	pan_5589	PANCL1673
PAN6367	684	pan_6367	PANCL6367
PAN1011	292	pan_1011	PANCL5365
PAN284	307	pan_284	PANCL284
PAN10102	164	pan_10102	PANCL10099
PAN12453	345	pan_12453	PANCL2815
PAN12918	297	pan_12918	PANCL12918
PAN9493	465	pan_9493	PANCL5276
PAN1754	287	pan_1754	PANCL1266
PAN10315	159	pan_10315	PANCL7675
PAN13122	308	pan_13122	PANCL13122
PAN310	262	pan_310	PANCL211
PAN10669	370	pan_10669	PANCL10669
PAN595	213	pan_595	PANCL856
PAN2526	380	pan_2526	PANCL8002
PAN111	247	pan_111	PANCL519
PAN2905	351	pan_2905	PANCL2132
PAN8143	420	pan_8143	PANCL53
PAN9670	325	pan_9670	PANCL12776
PAN6296	425	pan_6296	PANCL3630
PAN13659	365	pan_13659	PANCL12799
PAN11338	338	pan_11338	PANCL11338
PAN401	314	pan_401	PANCL9315
PAN182	287	pan_182	PANCL1266
PAN10043	168	pan_10043	PANCL8160
PAN2575	275	pan_2575	PANCL1383
PAN5811	395	pan_5811	PANCL1673
PAN5422	147	pan_5422	PANCL1063
PAN9516	220	pan_9516	PANCL9516
PAN2351	292	pan_2351	PANCL144
PAN4961	237	pan_4961	PANCL4961
PAN4586	266	pan_4586	PANCL9105
PAN9559	405	pan_9559	PANCL9559
PAN10888	172	pan_10888	PANCL9075
PAN3016	275	pan_3016	PANCL1383
PAN12436	275	pan_12436	PANCL1383
PAN11940	647	pan_11940	PANCL8755
PAN12411	384	pan_12411	PANCL6368
PAN2318	292	pan_2318	PANCL5365
PAN11715	254	pan_11715	PANCL11715
PAN11999	136	pan_11999	PANCL12731
PAN1097	287	pan_1097	PANCL1266
PAN3169	281	pan_3169	PANCL1354
PAN1331	382	pan_1331	PANCL8002
PAN2505	286	pan_2505	PANCL1920
PAN6389	264	pan_6389	PANCL8
PAN9261	382	pan_9261	PANCL8002
PAN5643	162	pan_5643	PANCL4319
PAN12684	384	pan_12684	PANCL6368
PAN6988	537	pan_6988	PANCL6649
PAN2499	275	pan_2499	PANCL1383
PAN8340	384	pan_8340	PANCL13812
PAN9719	304	pan_9719	PANCL9719
PAN7986	268	pan_7986	PANCL7986
PAN13307	177	pan_13307	PANCL7449
PAN7414	266	pan_7414	PANCL13168
PAN13111	292	pan_13111	PANCL144
PAN4255	293	pan_4255	PANCL1830
PAN7786	160	pan_7786	PANCL11647
PAN13384	165	pan_13384	PANCL7449
PAN9117	398	pan_9117	PANCL13812
PAN8676	359	pan_8676	PANCL7364
PAN4279	398	pan_4279	PANCL13812
PAN4788	275	pan_4788	PANCL1383
PAN4041	287	pan_4041	PANCL1266
PAN7644	168	pan_7644	PANCL8206
PAN4785	324	pan_4785	PANCL4455
PAN10915	333	pan_10915	PANCL10323
PAN10159	351	pan_10159	PANCL12746
PAN2090	262	pan_2090	PANCL211
PAN11377	276	pan_11377	PANCL281
PAN5700	586	pan_5700	PANCL5700
PAN10632	1041	pan_10632	PANCL5759
PAN12591	382	pan_12591	PANCL8002
PAN1748	292	pan_1748	PANCL144
PAN12799	377	pan_12799	PANCL12799
PAN4702	275	pan_4702	PANCL1383
PAN9179	127	pan_9179	PANCL6920
PAN2386	247	pan_2386	PANCL519
PAN4392	541	pan_4392	PANCL817
PAN9978	317	pan_9978	PANCL4187
PAN4904	254	pan_4904	PANCL873
PAN5721	144	pan_5721	PANCL6319
PAN13748	168	pan_13748	PANCL13748
PAN11882	211	pan_11882	PANCL13412
PAN4724	203	pan_4724	PANCL1458
PAN1170	287	pan_1170	PANCL1266
PAN3507	398	pan_3507	PANCL2845
PAN13415	208	pan_13415	PANCL11641
PAN9641	165	pan_9641	PANCL7449
PAN3401	258	pan_3401	PANCL2948
PAN9874	391	pan_9874	PANCL4998
PAN810	382	pan_810	PANCL8002
PAN5501	451	pan_5501	PANCL2198
PAN10467	222	pan_10467	PANCL7857
PAN8449	172	pan_8449	PANCL7477
PAN6723	814	pan_6723	PANCL6835
PAN13703	640	pan_13703	PANCL8755
PAN2771	258	pan_2771	PANCL2771
PAN3556	280	pan_3556	PANCL1383
PAN454	151	pan_454	PANCL7007
PAN1177	493	pan_1177	PANCL4418
PAN11169	303	pan_11169	PANCL9315
PAN3244	267	pan_3244	PANCL12643
PAN17	267	pan_17	PANCL12643
PAN9882	257	pan_9882	PANCL9882
PAN373	287	pan_373	PANCL1266
PAN2873	173	pan_2873	PANCL8
PAN7481	389	pan_7481	PANCL8002
PAN8829	161	pan_8829	PANCL9618
PAN12020	144	pan_12020	PANCL8359
PAN13776	281	pan_13776	PANCL164
PAN3782	275	pan_3782	PANCL1383
PAN9319	285	pan_9319	PANCL20
PAN2513	274	pan_2513	PANCL1383
PAN11778	148	pan_11778	PANCL9418
PAN1692	184	pan_1692	PANCL5339
PAN663	284	pan_663	PANCL1053
PAN5842	1549	pan_5842	PANCL5842
PAN9034	165	pan_9034	PANCL9005
PAN3258	391	pan_3258	PANCL13812
PAN8953	192	pan_8953	PANCL8953
PAN4847	250	pan_4847	PANCL385
PAN12594	299	pan_12594	PANCL6752
PAN3508	290	pan_3508	PANCL5365
PAN4622	382	pan_4622	PANCL8002
PAN2255	287	pan_2255	PANCL1266
PAN12090	339	pan_12090	PANCL12090
PAN2561	265	pan_2561	PANCL2732
PAN4982	271	pan_4982	PANCL10748
PAN263	301	pan_263	PANCL263
PAN3911	405	pan_3911	PANCL13812
PAN258	275	pan_258	PANCL1383
PAN10440	165	pan_10440	PANCL10513
PAN6714	665	pan_6714	PANCL6714
PAN2805	291	pan_2805	PANCL1830
PAN11058	160	pan_11058	PANCL12770
PAN12258	417	pan_12258	PANCL5237
PAN7984	287	pan_7984	PANCL1266
PAN9216	259	pan_9216	PANCL8331
PAN9544	350	pan_9544	PANCL9544
PAN11725	351	pan_11725	PANCL12746
PAN3429	382	pan_3429	PANCL8002
PAN14078	211	pan_14078	PANCL13412
PAN7015	303	pan_7015	PANCL7015
PAN7311	640	pan_7311	PANCL8755
PAN4019	640	pan_4019	PANCL8755
PAN8721	359	pan_8721	PANCL13651
PAN4550	398	pan_4550	PANCL13812
PAN1174	220	pan_1174	PANCL9401
PAN11256	268	pan_11256	PANCL13858
PAN3640	272	pan_3640	PANCL692
PAN11385	277	pan_11385	PANCL1383
PAN1728	398	pan_1728	PANCL13812
PAN6737	162	pan_6737	PANCL5526
PAN7013	828	pan_7013	PANCL5075
PAN12605	541	pan_12605	PANCL817
PAN662	289	pan_662	PANCL11230
PAN1680	220	pan_1680	PANCL9401
PAN14020	342	pan_14020	PANCL7601
PAN11434	520	pan_11434	PANCL6363
PAN6612	125	pan_6612	PANCL6612
PAN7473	285	pan_7473	PANCL20
PAN4475	286	pan_4475	PANCL1920
PAN6255	185	pan_6255	PANCL8
PAN3559	267	pan_3559	PANCL8432
PAN8783	302	pan_8783	PANCL7537
PAN1643	260	pan_1643	PANCL1643
PAN8339	289	pan_8339	PANCL1418
PAN5365	313	pan_5365	PANCL5365
PAN12715	291	pan_12715	PANCL5365
PAN2102	275	pan_2102	PANCL1383
PAN1663	274	pan_1663	PANCL1383
PAN6176	333	pan_6176	PANCL6176
PAN8065	272	pan_8065	PANCL13858
PAN13796	163	pan_13796	PANCL7449
PAN1668	275	pan_1668	PANCL1383
PAN12282	480	pan_12282	PANCL5230
PAN12367	140	pan_12367	PANCL12367
PAN13960	235	pan_13960	PANCL13960
PAN7388	336	pan_7388	PANCL8543
PAN371	275	pan_371	PANCL1383
PAN11467	540	pan_11467	PANCL817
PAN4885	398	pan_4885	PANCL13812
PAN10096	164	pan_10096	PANCL10369
PAN5387	416	pan_5387	PANCL5387
PAN10472	398	pan_10472	PANCL10472
PAN13313	379	pan_13313	PANCL7352
PAN1283	276	pan_1283	PANCL11647
PAN5213	260	pan_5213	PANCL854
PAN3790	398	pan_3790	PANCL13812
PAN13373	640	pan_13373	PANCL8755
PAN13623	389	pan_13623	PANCL8002
PAN13452	308	pan_13452	PANCL13452
PAN4831	398	pan_4831	PANCL13812
PAN5086	265	pan_5086	PANCL3481
PAN1616	297	pan_1616	PANCL1797
PAN3866	398	pan_3866	PANCL13812
PAN10055	184	pan_10055	PANCL10055
PAN5584	183	pan_5584	PANCL5339
PAN6786	246	pan_6786	PANCL6947
PAN12033	275	pan_12033	PANCL12033
PAN11686	297	pan_11686	PANCL9381
PAN13368	302	pan_13368	PANCL7537
PAN13574	325	pan_13574	PANCL12776
PAN8293	296	pan_8293	PANCL6752
PAN3532	275	pan_3532	PANCL1383
PAN13184	166	pan_13184	PANCL11345
PAN7086	287	pan_7086	PANCL1266
PAN11280	394	pan_11280	PANCL13975
PAN5323	355	pan_5323	PANCL5323
PAN8806	302	pan_8806	PANCL4078
PAN7202	268	pan_7202	PANCL1402
PAN11801	287	pan_11801	PANCL1266
PAN7925	165	pan_7925	PANCL12116
PAN6345	458	pan_6345	PANCL6345
PAN3243	383	pan_3243	PANCL13812
PAN621	275	pan_621	PANCL1383
PAN3054	264	pan_3054	PANCL560
PAN9957	335	pan_9957	PANCL8002
PAN8485	233	pan_8485	PANCL8485
PAN9934	298	pan_9934	PANCL9934
PAN6659	317	pan_6659	PANCL6638
PAN7088	513	pan_7088	PANCL5012
PAN9204	258	pan_9204	PANCL9204
PAN10339	336	pan_10339	PANCL287
PAN8301	50	pan_8301	PANCL4956
PAN12084	271	pan_12084	PANCL8180
PAN10677	351	pan_10677	PANCL13190
PAN9925	640	pan_9925	PANCL8755
PAN14027	187	pan_14027	PANCL7929
PAN8904	273	pan_8904	PANCL13858
PAN11481	141	pan_11481	PANCL651
PAN7949	173	pan_7949	PANCL10938
PAN8028	168	pan_8028	PANCL10938
PAN12079	287	pan_12079	PANCL1266
PAN3462	384	pan_3462	PANCL6368
PAN10191	282	pan_10191	PANCL9559
PAN886	287	pan_886	PANCL1266
PAN8405	293	pan_8405	PANCL1418
PAN12325	275	pan_12325	PANCL1383
PAN1651	301	pan_1651	PANCL13410
PAN9011	164	pan_9011	PANCL10907
PAN9489	109	pan_9489	PANCL8618
PAN11680	381	pan_11680	PANCL8002
PAN1884	275	pan_1884	PANCL1383
PAN4957	280	pan_4957	PANCL4236
PAN2684	384	pan_2684	PANCL6368
PAN8794	350	pan_8794	PANCL12755
PAN11053	297	pan_11053	PANCL7537
PAN3060	134	pan_3060	PANCL5141
PAN1340	267	pan_1340	PANCL12643
PAN10825	279	pan_10825	PANCL10825
PAN11566	48	pan_11566	PANCL11566
PAN6118	290	pan_6118	PANCL6118
PAN3504	169	pan_3504	PANCL155
PAN6493	155	pan_6493	PANCL4108
PAN11965	287	pan_11965	PANCL7560
PAN5041	319	pan_5041	PANCL5041
PAN3404	291	pan_3404	PANCL1830
PAN1348	271	pan_1348	PANCL10748
PAN13217	541	pan_13217	PANCL817
PAN1040	179	pan_1040	PANCL1797
PAN6645	209	pan_6645	PANCL4956
PAN6473	287	pan_6473	PANCL1266
PAN782	250	pan_782	PANCL363
PAN2079	275	pan_2079	PANCL1383
PAN332	267	pan_332	PANCL8432
PAN13298	166	pan_13298	PANCL7852
PAN13963	162	pan_13963	PANCL10046
PAN9779	640	pan_9779	PANCL8755
PAN5300	214	pan_5300	PANCL1028
PAN2806	286	pan_2806	PANCL1053
PAN1417	295	pan_1417	PANCL1417
PAN11396	381	pan_11396	PANCL13812
PAN6970	209	pan_6970	PANCL4956
PAN10225	160	pan_10225	PANCL7649
PAN1222	287	pan_1222	PANCL1266
PAN1025	287	pan_1025	PANCL1266
PAN12891	301	pan_12891	PANCL7537
PAN3721	382	pan_3721	PANCL8002
PAN7771	65	pan_7771	PANCL7771
PAN12023	193	pan_12023	PANCL12023
PAN4852	294	pan_4852	PANCL6752
PAN9328	146	pan_9328	PANCL7521
PAN3787	275	pan_3787	PANCL1383
PAN9984	161	pan_9984	PANCL9984
PAN8668	165	pan_8668	PANCL9618
PAN9505	119	pan_9505	PANCL9505
PAN1449	211	pan_1449	PANCL13412
PAN5678	215	pan_5678	PANCL2748
PAN7836	135	pan_7836	PANCL7836
PAN5489	264	pan_5489	PANCL8
PAN1532	274	pan_1532	PANCL1383
PAN10464	640	pan_10464	PANCL8755
PAN9849	379	pan_9849	PANCL7352
PAN1146	287	pan_1146	PANCL1266
PAN6599	352	pan_6599	PANCL6599
PAN12353	63	pan_12353	PANCL12353
PAN9032	405	pan_9032	PANCL9032
PAN3619	384	pan_3619	PANCL6368
PAN6227	208	pan_6227	PANCL11081
PAN12415	218	pan_12415	PANCL4984
PAN9264	277	pan_9264	PANCL1383
PAN11588	92	pan_11588	PANCL11588
PAN8765	389	pan_8765	PANCL8002
PAN6871	476	pan_6871	PANCL5289
PAN1720	275	pan_1720	PANCL1383
PAN11059	346	pan_11059	PANCL12746
PAN2010	380	pan_2010	PANCL8002
PAN5760	227	pan_5760	PANCL2748
PAN10205	312	pan_10205	PANCL5509
PAN7948	173	pan_7948	PANCL7948
PAN11575	475	pan_11575	PANCL11575
PAN1775	398	pan_1775	PANCL13812
PAN12907	640	pan_12907	PANCL8755
PAN8680	164	pan_8680	PANCL7353
PAN6447	287	pan_6447	PANCL6447
PAN13454	365	pan_13454	PANCL12799
PAN9295	38	pan_9295	PANCL9295
PAN3997	215	pan_3997	PANCL2748
PAN11425	121	pan_11425	PANCL5474
PAN3273	293	pan_3273	PANCL1418
PAN1932	306	pan_1932	PANCL3174
PAN13268	165	pan_13268	PANCL8695
PAN7913	41	pan_7913	PANCL7913
PAN12349	90	pan_12349	PANCL12349
PAN2287	287	pan_2287	PANCL1266
PAN1602	215	pan_1602	PANCL2748
PAN6467	292	pan_6467	PANCL144
PAN5554	188	pan_5554	PANCL5339
PAN2718	300	pan_2718	PANCL9323
PAN9720	355	pan_9720	PANCL12755
PAN5565	214	pan_5565	PANCL1028
PAN13004	647	pan_13004	PANCL8755
PAN7028	209	pan_7028	PANCL4956
PAN13727	335	pan_13727	PANCL8002
PAN12118	303	pan_12118	PANCL4078
PAN1617	267	pan_1617	PANCL12643
PAN13977	387	pan_13977	PANCL8002
PAN10946	210	pan_10946	PANCL11081
PAN1894	247	pan_1894	PANCL519
PAN8502	442	pan_8502	PANCL5275
PAN3630	425	pan_3630	PANCL3630
PAN6958	144	pan_6958	PANCL6958
PAN9766	389	pan_9766	PANCL8002
PAN13921	389	pan_13921	PANCL8002
PAN6135	264	pan_6135	PANCL8
PAN6205	264	pan_6205	PANCL8
PAN4705	203	pan_4705	PANCL1458
PAN7619	273	pan_7619	PANCL7619
PAN5221	263	pan_5221	PANCL5221
PAN3121	300	pan_3121	PANCL9323
PAN3814	381	pan_3814	PANCL13812
PAN13464	144	pan_13464	PANCL9984
PAN3895	276	pan_3895	PANCL281
PAN13412	224	pan_13412	PANCL13412
PAN9945	208	pan_9945	PANCL11641
PAN5814	442	pan_5814	PANCL5951
PAN910	287	pan_910	PANCL1266
PAN9521	389	pan_9521	PANCL8002
PAN13687	389	pan_13687	PANCL8002
PAN1960	382	pan_1960	PANCL8002
PAN4186	382	pan_4186	PANCL8002
PAN7081	1041	pan_7081	PANCL5759
PAN8005	178	pan_8005	PANCL12075
PAN5160	219	pan_5160	PANCL5160
PAN3091	384	pan_3091	PANCL6368
PAN13984	640	pan_13984	PANCL8755
PAN2954	166	pan_2954	PANCL390
PAN3231	398	pan_3231	PANCL13812
PAN7169	105	pan_7169	PANCL7169
PAN11458	283	pan_11458	PANCL1053
PAN4835	290	pan_4835	PANCL2362
PAN8019	287	pan_8019	PANCL1266
PAN10260	165	pan_10260	PANCL9838
PAN7892	261	pan_7892	PANCL7892
PAN9577	280	pan_9577	PANCL4236
PAN8429	167	pan_8429	PANCL11495
PAN3634	216	pan_3634	PANCL2883
PAN7520	130	pan_7520	PANCL9984
PAN837	267	pan_837	PANCL8432
PAN11563	59	pan_11563	PANCL8356
PAN4413	288	pan_4413	PANCL3089
PAN2007	274	pan_2007	PANCL1383
PAN1118	267	pan_1118	PANCL12643
PAN12036	159	pan_12036	PANCL10031
PAN152	292	pan_152	PANCL5365
PAN8452	171	pan_8452	PANCL7357
PAN6982	842	pan_6982	PANCL6982
PAN5687	402	pan_5687	PANCL1673
PAN2151	137	pan_2151	PANCL651
PAN10942	325	pan_10942	PANCL10942
PAN3110	291	pan_3110	PANCL1830
PAN12316	276	pan_12316	PANCL11647
PAN653	382	pan_653	PANCL8002
PAN1293	301	pan_1293	PANCL13410
PAN8461	235	pan_8461	PANCL8461
PAN1322	300	pan_1322	PANCL9323
PAN4673	398	pan_4673	PANCL13812
PAN1154	287	pan_1154	PANCL1266
PAN89	392	pan_89	PANCL89
PAN6413	166	pan_6413	PANCL390
PAN9690	173	pan_9690	PANCL7409
PAN926	165	pan_926	PANCL155
PAN3941	275	pan_3941	PANCL1383
PAN2216	295	pan_2216	PANCL1417
PAN10796	91	pan_10796	PANCL7581
PAN13343	162	pan_13343	PANCL13748
PAN2787	385	pan_2787	PANCL6368
PAN5649	869	pan_5649	PANCL7132
PAN5438	391	pan_5438	PANCL13812
PAN11734	344	pan_11734	PANCL12746
PAN6815	174	pan_6815	PANCL6815
PAN12515	327	pan_12515	PANCL12776
PAN9399	208	pan_9399	PANCL9601
PAN9106	274	pan_9106	PANCL1383
PAN1776	274	pan_1776	PANCL1383
PAN9541	354	pan_9541	PANCL12746
PAN8555	301	pan_8555	PANCL8555
PAN10064	307	pan_10064	PANCL10064
PAN8970	68	pan_8970	PANCL6722
PAN8083	451	pan_8083	PANCL8083
PAN7245	117	pan_7245	PANCL11438
PAN5249	300	pan_5249	PANCL8
PAN2903	282	pan_2903	PANCL1383
PAN9722	353	pan_9722	PANCL12755
PAN2835	542	pan_2835	PANCL1212
PAN10053	168	pan_10053	PANCL8206
PAN6309	275	pan_6309	PANCL1383
PAN8574	155	pan_8574	PANCL4962
PAN1061	287	pan_1061	PANCL1266
PAN12440	398	pan_12440	PANCL13812
PAN13033	263	pan_13033	PANCL5280
PAN758	275	pan_758	PANCL1383
PAN8837	171	pan_8837	PANCL7357
PAN3851	250	pan_3851	PANCL385
PAN6606	266	pan_6606	PANCL211
PAN11056	364	pan_11056	PANCL11056
PAN13285	198	pan_13285	PANCL7401
PAN10295	325	pan_10295	PANCL7642
PAN1510	274	pan_1510	PANCL1383
PAN3830	293	pan_3830	PANCL1418
PAN11937	285	pan_11937	PANCL11937
PAN13226	300	pan_13226	PANCL9323
PAN5660	640	pan_5660	PANCL8755
PAN11046	214	pan_11046	PANCL10168
PAN13890	95	pan_13890	PANCL13890
PAN14018	162	pan_14018	PANCL10046
PAN137	277	pan_137	PANCL1383
PAN13797	164	pan_13797	PANCL9618
PAN11938	592	pan_11938	PANCL10074
PAN144	305	pan_144	PANCL144
PAN1626	292	pan_1626	PANCL144
PAN2181	389	pan_2181	PANCL941
PAN10042	387	pan_10042	PANCL9084
PAN7792	81	pan_7792	PANCL11521
PAN8484	125	pan_8484	PANCL6920
PAN11263	164	pan_11263	PANCL10025
PAN608	265	pan_608	PANCL1858
PAN1108	291	pan_1108	PANCL1418
PAN5156	227	pan_5156	PANCL2748
PAN13934	208	pan_13934	PANCL13934
PAN1409	287	pan_1409	PANCL1266
PAN10788	70	pan_10788	PANCL11616
PAN2178	155	pan_2178	PANCL2178
PAN4322	1030	pan_4322	PANCL4322
PAN2631	384	pan_2631	PANCL6368
PAN819	542	pan_819	PANCL5757
PAN10721	297	pan_10721	PANCL7537
PAN92	382	pan_92	PANCL8002
PAN11966	640	pan_11966	PANCL8755
PAN1491	523	pan_1491	PANCL657
PAN1725	196	pan_1725	PANCL1725
PAN6364	375	pan_6364	PANCL13090
PAN441	260	pan_441	PANCL854
PAN1426	267	pan_1426	PANCL8432
PAN7364	438	pan_7364	PANCL7364
PAN5865	287	pan_5865	PANCL1266
PAN5491	267	pan_5491	PANCL12643
PAN9052	168	pan_9052	PANCL10885
PAN3526	287	pan_3526	PANCL1266
PAN11463	566	pan_11463	PANCL399
PAN3339	275	pan_3339	PANCL1383
PAN7342	325	pan_7342	PANCL12776
PAN547	267	pan_547	PANCL11647
PAN7573	640	pan_7573	PANCL8755
PAN3809	382	pan_3809	PANCL8002
PAN1853	265	pan_1853	PANCL3481
PAN1709	391	pan_1709	PANCL287
PAN8451	180	pan_8451	PANCL8451
PAN1652	350	pan_1652	PANCL6167
PAN2391	282	pan_2391	PANCL1383
PAN5900	98	pan_5900	PANCL5900
PAN1774	251	pan_1774	PANCL271
PAN1077	267	pan_1077	PANCL12643
PAN10795	33	pan_10795	PANCL12023
PAN7379	354	pan_7379	PANCL13763
PAN11501	159	pan_11501	PANCL10748
PAN5432	203	pan_5432	PANCL1458
PAN7865	58	pan_7865	PANCL7865
PAN3887	287	pan_3887	PANCL1266
PAN14021	278	pan_14021	PANCL10891
PAN7541	267	pan_7541	PANCL11647
PAN10961	357	pan_10961	PANCL10457
PAN8853	366	pan_8853	PANCL9813
PAN10928	170	pan_10928	PANCL10522
